content,score
bagus bgt buat yang mau belajar saham informasi mudah dimengerti saya sudah 3 bulan belajar saham dri bibi bintang 5 josssss,5
fiktur bagus dan lengkap trus maju dan berkembang dan amanah,5
"Aplikasi gak jelas saya baru pertama daftar tapi muncul notif NIK sudah dipakai orang lain!kok bisa aplikasi seperti ini tidak ada verifikasi data terlebih dahulu saya hubungi admin untuk konfirmasi bahwa nik tsb punya saya, malah disuruh ke capil jelas jelas didukcapil terdaftar itu nik saya mau dicek berapa kalipun itu data punya saya!! kocak bgt tidak membantu👎🏻",1
so far Paling konsisten untuk jual beli saham dan paling sportif keep in that way yaa,5
kenapa data saya belum juga di verifikasi ? padahal sudah lewat 3 hari nunggu,3
bagus buat investasi dari jangka panjang maupun jangka pendek,5
keren tapi atur rekening susah,2
UInya mudah dipahami,4
kenapa akhir2 ini buka aplikasi bibit kok gak bisa?,5
"Mengikuti bibit itu seperti jebakan batman. Sebenarnya ga untung mlah buntung, tapi bikin penasaran. Lebih baik uang kita tabung di deposito saja, tiap bulan pasti ada bagi hasil meskipun sedikit. Saya sudah mengalami berulang kali dana minus. Taruh 1 juta eh malah kepotong . Gak cocok kayanya saya ikutan kaya gini. Tp krn penasaran, saya masih bertahan pd obligasi yg drawdownnya 0 % hahaha, entahlah , buntung tapi penasaran terus",1
kecewa tiba tiba bibit sedang dalam pemeliharaan setelah d masukin uang lumyan gede.iseng masukin 100 aman MSI bisa pencairan instan.pinter kali di awal d permudah orang makin percaya malah dalam perbaikan aneh balikin duit kuu,1
sebagai pemula sangat rekomendasi.. simpel 🔥🔥👍👍👍,5
min saran pembayaran pake dana bisain pake dana dong,1
"mantab,semoga rejeki lancar di aplikasi ini🙏🙏",5
"kenapa bibit gak ada dompet gitu ,jadi dana dari penjualan rd gak langsung masuk rekening dan masuk ke dompet dlu",5
"Alhamdulillah sangat membantu sekali dalam berinvestasi semoga kedepannya semakin rajin menabung untuk investasi, Terima kasih Bibit",5
mudah dipahami untuk pemula,5
bagus buat pemula yang mau investasi,5
Aplikasi sangat bagus dan mudah digunakan,5
apk sangat lemot sekali ..saya kasih bintang satu aja,1
"dalam segi tampilan ini salah satu yang user friendly, untuk pelayanan juga sangat hebat, FYI untuk yang ngasih bintang 1 Reksadana juga sama seperti saham pencairannya biasanya T+2. ada sedikit saran untuk tampilan. keranjang pembelian susah untuk di akses, alangkah lebih baik jika disediakan di tempat yang mudah dilihat. pembayaran materai juga jika bisa ditaruh di menu yang memiliki tanda notifikasi",5
"bagus, mudah dimengerti",5
Pencairan kok lama banget ya sekarang udah dari tgl 24 kemarin dana gak masuk2. Mohon segera di tindaklanjuti tim admin. Saya tunggu dana saya kembali. Terimakasih...,1
Sangat membantu dan detail,5
"Coba dulu, kalo bagus lanjut terus. sejauh ini memuaskan",5
Hebat kali nih aplikasi.. Uang gw belum cair juga padahal udah lewat 7 hari bursa kerja.. Mantap2,2
"respon admin nya bagus, quick respon.",5
mau jualnya ribet pin salah GK bisa di ulang harus pakai KTP jdi malas mau nambah saldonya juga,1
"Aplikasi macet, tidak bisa dibuka. Tolong informasi nomor WA yang bisa dihubungi untuk pengaduan trouble seperti ini. Admin tolong diperhatikan layanan customernya, sudah ada keluhan yang sama, tolong segera ditanggapi dan ditangani. Aplikasi sudah restart dan di upgrade tetap tidak bisa dibuka.",1
"Sekarang aplikasinya lag banget. Verifikasi biometrik & pin butuh waktu. Gak kaya dulu yg sat set sat set. Ditambah sekarang gak ada setting push notifikasi, sehari bisa 3-5 kali muncul dan sangat mengganggu ketika sedang fokus. Saat sedang update data diri, tombol submit gak berfungsi. -_- . Semoga keadaanmu bisa membaik aplikasi bibit.",1
udh upgrade biar pencairan instan ttp aja nunggu 7 hari🙄,3
Kasih tau ke android developernya. Tolong bottomsheet itu kalo pencet tombol BACK behaviornya harusnya nutup bottomsheetnya. Bukan malah keluar dari apps. UX yg begini ini gaenak. Diatur dong di onBackPressed nya. Cek bottomsheet lagi kebuka apa ga. Kalo kebuka ya set dismiss bottomsheetnya. Problem bgt kl lg pilih reksadana di menu topup & btmsht nya mode full terus mau balik ke home jadi susah jari kudu pencet tombol diatas. Perbaikin dulu ya. Kabarin kl udah beres.,1
"aplikasi bagus, cuma kalo bisa ditambah lagi opsi reksadana nya dan paling utama tambahkan untuk bisa tampil di widget smartphone untuk perkembangan reksadana jadi tidak perlu buka aplikasi lagi untuk memantau perkembangannya, minimal bisa muncul di kolom notifikasi",4
sya coba nabung rutin 3 bulan yang pas bulan ke tiga kok penipuan? awalnya telat gak sesuai jadwal karena kehabisan saldo. tetapi besoknta sudah saya isi dan masukan ke nabung rutin. tapi misi belum kelar. aku cuman nabung ditanggal yang berbeda aja loh. dipersulit banget sistemnya,1
"aplikasii yg sangat membatuu , ga buat investasi sih kalo di aku , tp lebih ke biar ga ke ambil² wkwkwk , alias bener² nabungg , makasiiii bibit 🤍",5
"Bagi teman-teman yang belum memiliki pengalaman berinvestasi, bibit sangatlah cocok, user interface yang mudah ditunjang dengan penjelasan tentang fitur didalamnya sangatlah mudah dipahami, untuk user baru dapat memasukan kode referal (BIBITULANG) untuk mendapatkan keuntungan lainya, silahkan dicoba 😊",5
bagus banget sampai sekarang semoga kedepannya tetap bagus,5
"Bagus tampilan yang sempurna menurut saya, sangat cocok untuk yang mau menyisihkan uang langsung pakai aplikasi Bibit saja di jamin aman dan nyaman. Karena aplikasi ini sudah terdaftar di OJK, tidak perlu ragu langsung aja ya dwonload daftar dan caranya juga sangat mudah di mengerti untuk pemula, CS sangat ramah tamah, Alhamdulillah selama pakai tidak pernah ada kendala sih, cuman apa ya pencairannya lumayan lama tpi tenang saja aman dan nyaman.",5
"Aplikasi yang sangat mudah di gunakan oleh pemula seperti saya.., dan sudah terdaftar di OJk jadi pasti aman.,. Bagi yg baru bergabung masukan referar "" saldoku "" supaya dapat 25rb di awal pendaftaran... "" saldoku """,5
"Aplikasi bibit sangat mudah untuk pemula, dengan fitur fitur yang simpel dan keren. Saya sudah mencoba sekitar 5 bulan dan hasilnya menguntungkan. Alig deh, saya bisa mendapatkan 25rb dengan menggunakan kode referral (bibitalig) cobain dehh.",5
"Sistem Top-up atau pembelian masih terlalu RIBET, harus ada bukti tranfer dan harus berasal dari rekening sesuai nama yang terdaftar. Kurang simple, alangkah lebih baik jika dimudahkan, misalnya dengan ditambahkan metode tranfer dari Virtual Account (VA), tranfer via Toko (Alfamart,Indomart,PT.Pos,dsb) Update: Skrg sudah tersedia banyak pilihan metode pembayaran. 4 bintang dulu ya, kalau profit ntar ditambah lagi 5 bintang.",4
"Aplikasi invest yg bagus bgt buat pemula. Apalagi buat kita para milenial yg mulai melek finansial. Alhamdulillah sejak saya pake bibit, saya jadi lebih bisa mengatur keuangan saya. Aplikasi ny jg simpel jadi gampang dipake buat kita yg baru mulai belajar investasi, yg jadi favorit ny saya di aplikasi bibit ini selain bisa invest minimal 10k, disini juga ada fitur bibit rewards ny, jadi kalo belanja bisa ttp dapat cashback. Best bgt pkoknya 😍",5
"Semakin bagus nih bibit buat investasi pemula bagi saya,,,👍😁",5
Bibit ada bug saat geser grafik aplikasi ngeleg dan tidak bisa lihat detail dari grafik saat geser Border kemarin bisa dalam seminggu terakhir tetap lemot saat di sentuh grafik karena penasaran saya pake perangkat lain tetap sama ngeleg,1
"kenapa pas saya ngejual reksa dana 95.000, yang masuk cuma 22 ribu min? butuh penjelasan ini",1
"apk penyedot uang, giliran transaksi depo cepet , giliran tarik lamanya minta ampun. GK rekomen buat siapa saja.",1
"Tolong sistem aplikasi nya diperbaiki. Karna jujur saya sangat tidak nyaman dengan aplikasi ini. Isinya sudah bagus,sangat menarik. Tpi kenapa saat mau login buffering terus,mau pindah ke home juga buffering. Semuanya sudah bagus,hanya saja tolong perbaiki sistem nya agar tidak lambat. Terimakasih",5
masukan agar ada invest emas dong dengan fasilitas cetak fisik.thx,5
"nabung lebih gampang, uang bertumbuh ✅",5
aplikasi ini sangat membantu sekali untuk investor pemula atau pelajar yang ingin menabung dengan modal kecil 👍👍,5
"Baguss, sangat mudah di mengerti",5
"Aplikasi yang keren, UI/UX nya bagus. Saran sedikit sebaiknya bagian splashscreen tidak perlu cek koneksi karena bikin lambat ketika masuk app",5
"Mohon untuk di tingkatkan performa loadingnya. Perasaan jaringan bagus tapi loading lama. Mohon ya. Engga sabar buka aplikasi bibit yang loadingnya lama bnget, serasa mau banting ni hp. Aku ksini kirain ada update pada aplikasi, eh padahal sama kayak kmarin. Yaudahlah",4
tingkatkan terus agar lebih baik dan aman,5
terlalu banyak notifikasi,3
Aplikasi investasi terpercaya buat kamu yang ingin mulai berinvestasi skala kecil menengah!,5
"Data yg di sediakan sangat lengkap. sangat cocok untuk pemula karena ada fitur robo!! tetapi aplikasi seperti masih versi beta, berat dan lama untuk memunculkan setiap menu yg di tekan. harap di perbaiki sistem aplikasinya. untuk yg mau dapet cashback 50k silahkan pakai pake code: rahmatdaud1. bintang 3 dulu walaupun sangat lancar dalam transaksi tetapi sistem aplikasi masih berat dan lama",3
Mohon menambahkan fitur pengaturan ukuran font atau huruf,4
bertumbuh wlpun sedikit2 tp terus.,5
proses pencairan dana terlalu lama......,2
Aplikasinya sangat bagus dan mudah di pahami untuk pemula. klau ada yg bilng kok lama banget masuknya yaa sabar aja kan di transaksi ada keterangan kapan reksadana kita bisa masuk ke portofolio dan klau mau nanya lebih lanjut monggo gabung di telegram bibit.,5
jual saham pasar dari 26 Maret sampe sekarang ga masuk masuk aneh katanya 2 hari kerja hadeuh estimasi malah tangal 9 parah sih,1
"Aplikasinya mudah dimengerti & mudah digunakan. Bagus untuk investor pemula.. Tp khusus reksadana banyak potongan nya, %return yg di janjikan akhirnya hanya mimpi. Keuntungan investasi makin tipis..",5
"boss, mau kelola obligasi kenapa rumit? tidak ada opsi WD nya? adanya cuma opsi deposit aja....",1
"Sederhana, mudah dipahami, UI yang rapi dan ramah pemula dengan disertai tutorial yang sangat membantu.. Satu lagi, tanpa janji janji manis yang menyesatkan dan gak masuk di akal..",5
"Aplikasinya nggak jujur Keuntungannya sangat sedikit sekali, padahal kenaikan portofolio cukup tinggi. Dan update-an portofolio sangat lambatdisaat cuan Disaat lagi minus, update-an portofolio sangat cepat sekali, dan minusnya banyak banget.",2
"Dari sekian jauh nya belum nemu kendala, namun sekarang menemukan kendala, dimana saya tidak bisa membuka aplikasi bibit, sudah saya uninstall dan download ulang, tetap saja tidak terbuka aplikasi bibit ini. mohon bantuannya!",5
"Pencarian lama, nunggu verifikasi penjualan aja hampir 10 hari, Trus nunggu lagi 7 hari baru uang di transfer ke rekening pencarian, hadeh ga lagi-lagi deh😪 kelamaan, padahal cuma 500ribu tapi lama bener pencariannya",1
"ada apa dengan bibit sekarang Chat ke cs gagal mulu padahal ngga ada yg salah ama koneksi internet, cuma mau nanya kenapa saldo aku yg uda match penjualan saham dari tgl 26 Maret belum muncul2 smpe sekarang (06/04/25) di RDN wallet?",3
"untuk tabungan masa depan, semoga amanah.",5
Terhitung 11 Hari untuk pencairan penuh tapi dipotong juga terlepas dari potongan bank lain ( entah potongan apa itu) . Yaampun lama banget. Estimasi perhitungan pencairan juga jauh. Apalagi dibagi jadi 3x pembayaran. Dan gak dijelaskan secara detail potongan pembayarannya. Defisit lah pokoknya,1
Coba meriview setelah cukup lama pake bibit.. Gak cocok banget buat saya.. Untuk beli dan jual yg sangat lama prosesnya! Apalagi untuk pencairan benar2 buat menguji kesabaran.. Masuk nya di cicil njir gmn kalo puluhan juta past lebih ribet lagi.. Smoga kedepan ada perbaikan.. Kalo kaya gni terus pasti males instal apk ini,1
"Aplikasi ini memberi pengalaman baru dalam berinvestasi reksadana secara online. Saya belajar untuk menabung, dan mengontrol tabungan dengan fitur-fitur yang tersedia. Walau hanya kecil-kecilan, saya bisa memiliki gambaran bagaimana prospek investasi saya dan melakukan perubahan seperlunya. Semoga ada konsistensi menabung secara rutin tiap bulan, atau jangka waktu tertentu secara konsisten. Dgn cara bayar pakai GOPAY, transaksi beli jadi lebih mudah. Semoga Update Harga reksadana lebih real time.",5
"Udah update clear cache, tetep aja gambarnya error, gak semua tampilan jelas di aplikasi. Ngecek nilai inves terus turun, mau dijual tapi tampilan jualnya gak ketemu2 gara gambar burk, itu sengaja bukan? Kalian gamau rugi sama yang pada ngejual investasi ya gara2 pasar lagi turun? Ditutup2 dalih gangguan? Kesalahan hp? Wkwkwk",1
"Sbnrnya sya suka dngan konsep nabung saham & obligasi 10 rb-nya. Membantu bnget untuk yg pnya bnyak kbtuhan tpi pengen bisa nabung. Tpi agak sulit menjelaskan kekecewaan saat akhirnya kena biaya pmbyaran. Untk buka akun bank jago/RDN Wallet, maaf. Sya agak skeptis tntng keamanan data pribadi & kebijakannya. Kalau bisa, saya usul. Gunakan metode limit sperti aplikasi keuangan Flip. Misal dlam sebulan bebas biaya transfer sbnyak 1-2 kali atau limit berdasar besaran akumulasi 1 bulan.",4
"Pas masuk aplikasi, gak bias discoll ke atas dan kebawah,.. udah berbagai cara dipake, udah di instal ulang, sudah pake versi berbaru, sudah di clear cacha... Tapi ttp gak bisa bagaimana ini yaa Rating akan diubah, jika masalah teratasi",1
"Ini kenapa pas registrasi nik sudah terdaftar ya, padahal saya belum pernah daftar sama sekali.. dan no hp yang daftar tidak no hp saya tolong bantuannya",3
Saran untuk bibit agar kedepannya bisa untuk investasi di kripto juga. Sehingga tidak perlu ganti2 aplikasi untuk investasi di kripto.,5
"sebenernya bagus si bagus tapiii proses verifikasi nyaa lamaa katanya seharu tapi ini udh 2 harii ga selesai"" verivikasi ya, tolong dong min mempercepat prosesnya, terima kasihhh",2
"Mohon untuk developer, bisa di tambahkan untuk aplikasi dana nya ya, soal nya saya tidak punya aplikasi gopay. Mohon bantuan nya agar bisa menambahkan fitur aplikasi dana 🙏",4
"bagus banget untuk investor pemula,,reksadana pasar uang transaksi cepat dan pencairan juga cepat..pokoknya rwcomended untuk di coba",5
"Kak, ini pas saya mau narik kok gak bisa padahal akun saya saldo portofolio sudah mencapai limit dan pas mau di Winda kok 0 lah padahal saya sudah top up 50,000 ada yg 100,000 kok masih gak bisa narik",2
sangat membantu untuk pemula memulai konsisten investasi. jangan liat nominalnya tapi konsisten akan membuahkan hasil yg baik dengan minim resiko karena reksadana,5
"Saya kasih bintang 3 karena registrasi serta apk nya terlalu lambat, entah karena kurang update atau memang ai custumernya yg lemot",3
Registasi nya ribet sy kira cuma foto ktp ternyata foto sambil megang ktp juga kenapa harus? Ini investasi katanya buat pelajar juga bisa tapi kalo gapunya gimana? Pake ktp ortu? Suruh fotoin?,2
Setelah didownload baru tau kalo untuk beli saham hanya bisa dilakukan jika upgrade ke bibit plus/premium. Penutupan akun ribet.,1
"Sangat bagus reksadana dan gampang dimengerti, saya sudah mencoba nya sangat lah bagus 👍 (Yuli Fitriani)",5
Terimakasih bibit aplikasi rekomendasi investasi yang sangat super aman dan nyaman mudah dipahami dan amanah 💸💸😘,5
Pernah daftar tp gagal dan sekarang daftar gx bisa karna NIK sudah terpakai solusinya gimana ya biar bisa daftar lagi,5
rabu malam saya membeli saham MYOR 1 lot. saat itu penjualan sedang pending. hari jumat saya cek malah hilang. status history pengembalian uang juga tidak ada. bagaimana ini,4
"Alternatif investasi selain deposito, lebih menguntungkan karena tidak kena pajak untuk produk reksadana..dicoba aja gaes,masukin kode ini : bibitsamasama Biar dapat cashback mayan kan",5
"verifikasi ktp terlalu selalu bernasalah padahal koneksi internet saya lancar,udah pakek starlink loh jaringan nya masih aja susah",1
